appearance_id,scored_flag
3598087_288233,6.316963641924488e-05
2577964_171424,0.6533308382412677
4676659_855731,0.3307647619984714
3201275_468198,0.6421992559579682
4103610_324804,0.26478874823931786
4103561_434433,0.3855561816451376
3081032_275303,0.00016442725105071383
3844834_317806,0.6333277678367017
3912544_111455,0.1336597969386615
4374212_602124,0.00019452252530428537
3394590_315283,0.022064470739687966
2578017_29594,0.7509109570171205
4373553_335631,0.1874831103127142
2604333_134883,0.3225185385028721
4646042_633850,0.20632535325347123
3588836_424051,0.0007635969856931871
3748484_336104,0.0003419441691679853
4361517_272855,0.0006468663383288942
4645951_527966,0.1040615439960504
2382298_197157,0.08110671241598938
3420976_167722,0.6353865208919915
4625799_346483,0.43061417031253957
3840425_297212,0.2063302530671678
3580223_68983,0.33998651912778055
4109487_468332,0.05342561881204079
2223997_74615,0.05419448169702676
2844517_405176,0.00011223344560408914
4090231_68980,0.06994580731087899
3462163_289651,0.16820721858007542
2765895_213980,0.21700359308658723
4445429_401923,0.9327074102613134
2720887_442424,0.15357955430406436
2223966_126540,0.06585933425920393
2482157_127128,2.9653167382919407e-05
2594741_69751,0.25319544059267624
2250169_38497,0.668092224892181
3080321_331089,0.0006491912144217824
2899742_255501,0.04978327905895409
2818490_316125,0.27215433197032357
3252461_409344,0.0005850871458342797
4066664_289059,0.2584755116739267
2494505_46236,0.16867786541864987
2243876_33570,0.198421360572129
4120938_334816,0.10431855067771525
3464289_51897,0.13900949511459398
4261022_197747,0.17090784786374957
2332196_28973,0.00021476931429316562
3716663_85825,0.6086078492306284
3211832_238367,0.3251699106144413
4361270_557459,0.07895381919168018
2872172_8806,0.27533887794751727
3602640_419845,0.5353390864997827
3840406_708678,0.0873025828070235
3840081_170934,0.1310159087770638
3889054_104977,0.37415865770014434
4112957_188888,0.00034443705942720335
3451101_338425,0.37572107288111645
4393352_703720,3.23508992267692e-05
3412907_206542,0.5104683730201127
4367873_591880,3.196294262798521e-05
2247088_21327,0.002211591648595304
4103549_417575,0.21495013779308986
4129621_278654,0.43109695863068975
3394608_392777,0.15605002259441023
3621548_267433,7.940752856068935e-05
3860251_181410,0.00017668839926694222
2486587_234803,0.058790907913605306
4634363_957874,0.5438982549618834
2469548_92899,4.312036561659034e-05
2557606_121137,0.11449455995865246
4368780_451788,0.2051602516288916
2883782_188911,0.00024664503796791997
4641461_232219,0.0684022457358952
2460763_36182,0.7741191046388146
2321178_1073,0.23965596135778203
2726775_255744,0.16915018216701805
4364495_221992,0.00011779218140861507
2289313_96788,0.06232086910141675
2289382_127826,0.7137113072369301
3851109_174915,0.37875974196965884
2897160_294808,0.5533213358861974
3201775_74861,0.24566898463386355
3886312_255508,0.5503693535408704
4445438_1067225,0.07690371554648691
4648353_482102,0.19789241113719655
4095262_404842,0.06107130456031467
2865031_265625,0.1099228683980355
4393144_306462,0.070440069311336
2470284_85213,0.003978669976686818
4635204_187718,0.03645834736566445
2872156_57500,7.569228453144183e-05
3415336_163724,0.01238391235374434
2351931_45397,0.3666496900179211
4626024_1012534,0.04020839576139366
2244025_2587,8.8471593710411e-05
3707317_65318,0.1810129079724779
2875139_152241,0.2905484998309356
3412976_44466,0.12669691777661013
3081365_111196,0.1027487515139083
4208071_388519,0.0006739944049832668
3592062_433177,0.3314055839873184
3592157_112988,0.0384968398958175
2262505_171209,0.7781173409666177
4103762_25488,0.0015244829912334015
2609677_5686,2.588628026355313e-06
4665011_491296,0.029543335350704383
4647846_295024,0.21398395609402238
2460721_48298,0.19928551430137667
2650365_130149,0.0003263112023586673
3598300_272704,0.07937425208699897
2329443_46007,0.5203327198920543
2897399_286949,0.0001515307495771554
4367828_315211,6.21528407795327e-05
2698428_126665,0.035034402354814816
2925750_119434,0.37160061376941866
2698107_86792,0.3358168504292385
4361476_333241,0.6564664968878168
2330917_35748,0.15080011374867652
2222595_49589,0.08022788417515059
4095299_392757,0.05130280839371607
3840033_131225,6.697997291458009e-05
4150612_451311,0.10661398703957206
2244029_30710,0.16506702360809739
2494477_164715,0.42723695904981235
4634141_387106,0.21154555836783298
2668504_249565,0.4678657340961322
2242994_7476,0.034648398368446236
2475187_49500,0.06785046133135197
3429831_341317,0.0006020069933236601
4444775_315236,0.2119852658914407
3084087_45864,0.5229322474747258
2921875_27017,0.005218959091694138
3212610_379249,0.11056907579032602
2604215_167895,0.052611316502759096
4132852_198021,0.08426513474439787
4737020_678194,0.4950247501669811
2872389_69633,0.2521975738667706
2352005_27613,0.14968648962993017
3602491_38801,0.49466335786259924
3889075_733083,0.11056265037472755
4089529_92248,0.0035768385796374896
2683500_24131,3.2212962615236445e-06
2728498_67341,0.4134880646997445
3925891_145981,0.07661894346459033
2244029_7054,0.09835013267950014
2352039_25841,0.21228695454033414
2231434_49723,0.00011734259385268614
3852609_371013,0.00313335096634537
3860531_685589,0.08970941590144163
2600631_386552,0.08535333878269469
3289601_129129,0.1152436156631686
3840191_649033,7.408738108037771e-05
3239019_396638,0.13965525961465688
3211399_430761,0.30814899309276966
2718922_266795,0.6398252697899793
3588486_42936,0.669652359381077
4140355_159142,0.0001665648095405541
4120717_207074,0.04622567661963344
4096271_598577,0.2289464626306817
3418065_45660,0.20946171272255412
4373960_659516,0.00014789747071123984
3415358_660319,6.799554340422033e-05
2512787_174285,0.00028874149656736065
4094859_816580,0.23340243467075358
3602455_260229,0.04424841454989413
4373628_159471,0.5802728221326688
2359486_6160,0.0004049343289266763
2250463_19301,0.009528188174873711
3429856_66934,0.18599967860327415
2884396_257456,0.4169524809918138
2475430_74230,0.6065795256594854
3432193_578737,0.00010306028930294359
4370182_570385,0.10204514926029021
3120708_59187,0.28979854598527993
3828498_164647,0.00013184330804407124
4103829_412660,0.3661568187197908
4649311_623553,0.47554394356314944
4373475_295630,5.8285321622921304e-05
4092085_318426,0.7166991636087392
3616381_245023,0.15916600690560734
3219120_144028,0.00143763353808793
3889743_790245,0.11776511765248542
4094643_283127,6.399450776045591e-05
2258323_72203,0.0953700176574071
4361420_541231,0.27563671316166394
2581763_53622,0.5675403299485344
4641327_578680,0.06033564684557755
2883773_141050,0.4180731336924921
2559115_35047,0.17302337070888982
2718727_39151,0.000149495010378886
4635051_991487,0.049358948114095365
2883687_264014,5.8153981759409554e-06
2581731_82361,0.0021855539630443663
3612967_100160,0.00013719736596479743
4502595_181687,0.2457531991422688
2284472_7568,0.1102578020382237
3298484_375668,0.02609118354521619
3845025_410158,0.16510663771050135
2609750_134712,0.000850654690347444
4373787_196231,0.007932188245533716
3432024_139395,5.70452231897372e-05
3420842_111422,0.36030205457985076
4272782_703497,0.3650425748078515
3334901_38801,0.6114065046004391
2872284_132098,0.8415707878764354
3598135_272704,0.16150463290360426
3290297_34285,0.00016271807617926335
2718842_74229,0.00018217464836813442
4096172_337333,0.014010299835909616
3462297_313094,0.01329584492137545
2557618_121137,0.00016906842989159297
3597890_25520,2.9553102193626222e-06
4620959_618341,2.5470017713460007e-05
2579885_223431,0.16977402186810966
4361453_306024,0.8873957523369693
2674401_95604,0.419929262087485
2578164_5658,0.0019022372651979888
4626034_470607,0.49326576501300123
3098029_18944,0.1787779766648023
2577941_49655,0.29731241022663096
3839416_406640,0.34253592812190903
2594484_150948,0.00015976023014746717
3141137_235274,0.07924323624639962
3118260_82597,0.01787829211137917
3839448_85906,0.053847097563747046
2346108_77005,0.12248683143552029
3589340_234802,0.001133090532744928
2231590_26878,0.47540170750687605
3539336_342047,0.1520608158531827
2460665_31041,0.08874864623318253
3869051_375380,0.00024016549512518505
2872284_119164,0.00011730151297692517
3450657_335100,0.017734500769080543
2872344_49755,0.00011691205976468381
4094619_187718,4.060823467861353e-05
4095459_548470,0.028582993790969742
2346375_157979,0.00021347666541194526
2475227_221899,0.800102045282814
3195021_236041,0.07842019651644293
3869267_324803,0.13164735179148362
4120585_193158,0.39070924444990507
2367347_7593,0.04917124152357061
2242950_53077,3.326241689277725e-05
3211505_236966,0.00012390743396856557
4784348_40433,0.00017884688887594662
3451625_118022,0.24190978124600504
2250219_7326,0.05684032948303065
2698090_33639,0.7466989659093195
3889002_416465,5.274005544765756e-05
3252197_69751,0.166284661965453
2903746_81831,0.00018879227027314918
2508371_91448,0.31186123332013765
3889065_462141,0.0002342154153157007
3415301_241457,0.00010426047997641504
3063750_267614,0.5905332025606205
2478708_12907,4.156670652071651e-06
4374228_602124,0.03707200386167922
3415271_142929,0.14164625630347058
3075456_102572,7.051771303569702e-06
3844915_528833,0.1277623938874914
3588786_161869,7.828932246858406e-05
2483443_25441,0.03638585901798344
2242961_183647,0.0001905220984448828
3229493_255901,0.00047256841322878174
4445416_294746,3.819134348861877e-05
3219309_88971,0.0002823714476222637
3050169_52119,0.23874601353575814
2594757_240900,0.053053385267812385
4089544_670103,0.20451715627676864
4096117_413843,0.204471779033834
4096224_175722,0.11141379585717953
3050567_58993,0.11300588497894287
2722766_241007,0.05170570395425399
2334961_36637,0.18601899541005265
4225541_230552,0.2493295336147429
4393197_581429,0.15106134479591948
2489371_126412,0.06000170945061413
2459617_106634,0.13764287015353502
2903799_14768,0.22611814440994388
4645539_108390,0.0013563626449550538
3860271_275935,0.18023502699602906
3890086_148215,7.62366237766842e-05
2609702_236400,0.06625042250626835
3219389_234803,0.13703657342755435
3851149_598399,0.6672815987310899
3614672_256448,0.13254638255852783
4373597_402008,0.14457575693352842
2231544_164265,0.30848132213289275
4095343_571743,0.18853370120074917
3420672_80312,0.0027963860883468005
2224921_49656,6.703912197473747e-05
4129706_11530,2.9957122848458834e-05
3212627_109256,0.5182470512761436
2250399_30668,0.36899115671962335
4098976_719456,0.0010427503455591413
2578107_6636,0.11930938721011775
2878317_44352,0.0006538763680649527
3234753_88615,0.07962148562015976
4445421_664809,0.06816921177530508
3844922_163222,0.5057409357744418
2466855_197157,0.0001809711844627947
3588408_147359,0.00015969362413710753
4098825_432403,0.18384787899180607
4368739_743587,0.11271954798936284
4445166_80293,0.08852197206525918
2223891_22628,0.00408745054529537
2266367_60129,0.10646428333889152
2721024_345345,0.21629851453392496
2368441_52312,0.16373116561757733
2899566_65230,0.06013883021024704
3598062_240752,0.553070614918359
2744426_109598,0.17640909470715838
3852768_315253,0.005776795813367992
2359236_19636,0.28124652309919995
2604233_75127,0.03969992972284263
4645549_596122,2.6427334803715892e-05
2698229_74768,8.318458850188275e-05
3716654_169687,0.003781567416719747
4376380_724969,4.786813756257421e-05
2600626_181767,0.037101056216444606
2258962_44065,0.00017540198635352162
3394889_635336,0.05710925883644436
2590615_27470,0.21844745973482826
2243957_8709,0.12035927542101851
2526198_175597,0.10453109045119227
2589127_264014,0.007204826414637186
3969487_150212,0.003185921782628086
2243086_69609,0.12502658013795268
4098172_470394,0.0006714908362167437
2712628_375657,0.00013845772389916948
2460812_18918,0.00010345012496323919
4648067_1071252,0.29510565078698625
2720807_57723,0.3736612499581604
2594766_44069,0.19326136535916394
2251457_80351,0.5273815272995139
2698011_19948,0.0022131631762394403
4625781_479999,0.001137280398077378
2487345_15018,0.03241614835269603
2469537_171043,0.00011856904503787822
3047581_148607,4.5548120152803815e-05
2602706_410213,0.1428844950313734
3838032_214056,6.573408087476507e-05
4272768_378953,0.24408831571282952
3580269_345748,0.12946763090230673
3413149_341710,0.00019852742303916782
4547802_476701,0.07424981380706515
2611267_37837,0.24128089218345442
2244040_46056,0.05261764504671953
3591958_53622,0.3556416580366303
4407734_411975,0.28833573736468676
4096158_362977,0.016225903136462924
4120650_396532,0.00015617523749263446
3203501_422380,0.1518023870907987
3621419_487469,0.26129634285723585
3613199_215616,0.385960823990276
2640740_102740,0.08963171373169267
3890030_281807,6.984268148927196e-05
4120628_343492,0.6542896852690037
4377075_538918,0.8470355115601788
3589209_508941,2.6848446167801717e-05
4646122_758845,0.6447156427130898
2469412_264299,0.0004180438829923971
2899865_51587,0.5818649345808914
2645809_76277,6.509278165178324e-05
3714017_39125,0.16656780343567243
4407773_502722,0.2430023018629595
2732135_249565,0.0003952990090991569
3840075_688707,0.10925579195327262
3588821_548650,0.00016899164024226676
2707837_111830,1.1890822349818986e-05
2341231_148928,0.43075047805197264
2346131_26014,0.06499173767123619
2342583_76326,0.5009490888077501
3081377_92899,2.94560450016534e-05
2867402_360514,0.041230281114360945
2222797_44432,0.0003240043773120562
3063730_160929,0.0026657309215691594
3050335_169555,0.7474836972980872
2242978_58112,0.11148896282732208
2460670_35383,0.20129608405482563
4646735_226802,0.004347115820031638
3216100_361093,0.289321791040409
4627485_627196,0.32229479692493157
3911737_148365,0.0002936858609815649
2604251_39118,0.004196939713854402
2732124_311489,0.905811518955401
2332048_58361,7.464801183771787e-05
3069913_15511,0.6206360512685688
2512196_25289,0.0037053180947398093
3421854_253677,9.598182700551167e-05
2351981_16230,9.895780599750701e-05
3690463_93604,0.2891822165526406
2335671_58051,0.00031642199857187466
3462348_448844,0.09877473026191563
4645560_250845,0.11694248849742038
2271097_29366,0.9198465410935954
3201793_182614,0.000527425259111369
3219170_348623,0.13645229695432534
3598380_395695,4.0189387452949035e-05
2604170_30638,0.12705604733664186
3201323_450714,0.17992458145531387
3860409_63342,0.0005221511045538331
3219249_52769,0.3414409270590107
4374223_354361,0.09939593163114831
3839587_93604,0.019443143992300717
4705684_678655,0.0004813898105482592
3603088_125158,0.15906961350613286
3860250_45671,0.22831136770639673
4368552_644408,0.1426726749064783
3088889_157391,0.05310476925451399
2613674_169681,0.00013223753575194826
3451070_67080,0.09343517376317653
3890171_337290,0.006976446830348993
2722893_293213,0.17266876292604438
3700972_478601,0.4938625234071848
4096106_242063,0.04972478211010445
2701671_39910,0.000987270099452033
4620861_849520,0.4670266790304836
4648054_594276,0.42476735067149973
2985420_383565,9.959337694978734e-05
2423920_73700,0.00047364941059781923
3889091_630032,0.1511012104412137
2718995_300168,0.00013992611718314545
2240121_23265,0.12072714622620427
3077249_165012,0.3781848728235777
3661863_81455,0.11209754425637825
2581306_232964,0.0006069573688913059
3395493_340921,0.26631724584036054
2284481_80073,0.26121055638800006
4367868_569386,0.00030782509476526016
2717380_419293,0.5483937177564318
2478620_7093,3.265111302434136e-05
4396935_54781,0.10757334796627437
4626162_557459,0.064881932383433
4098216_747017,0.14214739212103608
4814371_581678,0.14479768574047525
3420963_166581,0.005550767366363255
3851114_585339,0.7551127391881425
3432003_235568,0.30244823858047926
2884395_194214,0.00012042918341008791
3487169_190513,0.40418462278634754
2581654_191422,0.23537773957526353
4098986_110822,0.18143002910670253
4103632_406040,0.00033372531645517835
4109380_840836,0.0011800848322339756
2847887_49251,0.14580945680854707
2243077_21369,0.44659561715959045
2486726_36814,0.00023166456696889926
2289262_44629,0.10843306202700442
3210312_183499,0.2831450307288202
4405341_907813,0.00021871129499437402
3058414_106872,0.11047477555968355
2899828_12249,0.0003498023858140568
3426694_288858,5.6684728254329834e-05
3840405_221873,6.444348318526377e-05
2765935_39099,0.41783509389260143
3838655_546543,0.2204624478713965
2594554_79422,0.0010946952667589167
2353769_157509,0.19736512184494326
4109540_454567,0.5868830006231168
2718750_59344,0.20666923648721924
4635104_298975,0.01388694875836393
3828473_97503,0.15424048576393898
2664151_36207,0.0010594882967361642
2700769_96167,0.0002645518296327022
2475324_35539,4.842211860426556e-05
4095406_284730,0.20444923513144334
4396779_726697,0.169903214586206
2942786_323704,0.5800252376595564
